text,labels
hi pretty girl,1
we are so far apart in age,1
"but who knows, we can still will have some fun.",1
would you  put your arms around my waist?,1
you  could either hold on to that or put your arms around me.,1
then i we will  get the pleasure of feeling you  wrapped around my waist,1
and thought how cute you  must look with you  pout,1
so very cute,1
you  can spank me for missing that one,1
"I'd slowly run my hands down your back,",1
"and your bottom,",1
"and just gently play with your ass and get you  excited,.",1
you've got me turned on,1
"but I want to please you  to,",1
just thinking about making out with you,1
you  got me really hard,1
" so, want to talk about making out or something else?",1
making out with you,1
what are you  wearing?,1
just trying to visualize you,1
and gently starting rubbing your shoulders,1
and softly kissing your face.,1
"I'd kiss your cheeks,",1
and then stroke your face with my hands.,1
what am I?,1
kisses to you!,1
"I'm good sweetheart, I've missed chatting with you.",1
"thinking about you,",1
I even dream about you  a few nights ago,1
uhhh we made love,1
are you  alone?,1
I was asking if you  had ever had an orgasm?,1
you  were soooo beautiful,1
you  want to meet and make love to each other?,1
" so, do you  have any more pics you  can send",1
" so, let me see some more of you",1
and one on your profile and the one of you  in a brown or black shirt,1
"I can see a little of your breasts,",1
" wow, you  are gorgeous",1
are you  home by you are self?,1
we could kiss,1
I've dream about making love to an 8th grader,1
" so, why are you  not dating a guy",1
you  are sooo pretty,1
"arrange it as soon as you  can, I really like you",1
can't wait to see you,1
do you  really want to make love to me?,1
I want you  sooo much,1
you  want to see a naughty pic of me,1
you're 13 and I'm older,1
you  make so hard,1
can't wait to make you  wet,1
and please you,1
" so, do you  really want me?",1
I don't want you  to think I'm pressuring you  for sex,1
but I want some naughty pics for you!!!!,1
kisses back to you  decoy name,1
we should kiss,1
do you  like to french kiss?,1
" so, what are you  wearing?",1
that way I can look at your legs,1
would you  want me there at your house?,1
I'm a lot older,1
" so, do you  have a camera to take any more pics?",1
I want to see more pics of you  now,1
" wow, you  are pretty",1
I wish the camera was aimed a littel lower,1
"nite, hugs and kisses to you  too sweetheart",1
I dreamed about you  all night,1
" well, sweetheart ,",1
I shouldn't be dreaming about making love to you,1
you're so young,1
we could never really date,1
" oh no, I do like you.",1
I like you  too much to hurt you.,1
but I know that we couldn't develop a relationship because  of your  age differences and I don't want to hurt you  because  of that.,1
Is he going to let you  stay by you are self?,1
" oh no, just want you  to know I do like you, but that we just can't be a real couple, which is sad because  I do like you  sooo much",1
I want to kiss you  for hoyours,1
"hey gorgeous, I'm good",1
" well sweetie, I'd love to chat, but I got to work for now.",1
kisses to you  too sweetheart,1
i we will  bring condoms,1
did ever take any more pics for me,1
did he cum in your mouth,1
"I love to be licked and sucked,.",1
but I won't ask you  to have me cum in your mouth,1
"I want to spend hours just touching you,",1
"and making you  tremble with pleasure,",1
"giving you  your 1st orgasm,",1
"eating your pussy,",1
we will any of your family come by to check on you?,1
what pleases you,1
what turns you  on,1
" yeah, but you  know what excites you.",1
I think I can teach you  alot and be very gentle in the process.,1
"If you  decide you  really want me to come inside of you,",1
"the first time we will hurt some,",1
"If you  are really relaxed and horny,",1
"you  we will  be so wet,",1
that i we will  slide in and out nice and smooth.,1
" yeah, it depends alot on how much time the guy takes in foreplay ",1
we can try a bunch of different positions to see what feels the best to you.,1
I want you  so much,1
I've never made love to a young lady before,1
what places on your body turn you  on?,1
and kiss your nipples,1
"I spend a lot of time touching your breasts,",1
"running my tongue over your nipples,",1
and sucking your nipples in and out of my mouth slowly.,1
do you  shave or tri am your pussy?,1
What time do you  get out of school?,1
"if we take a showere togethere at the hotel,",1
just give me the address when you  can.,1
I'd rather be with you,1
wish you  had a cam,1
we would play around on cams,1
"we could tyourn each othere on by underdressing on web cams for each other,.",1
but its probably better and even more erotic that we are waiting until we see each othere for real.,1
you  are too cute,1
I can't imagine how wonderful it we will be to make love to you,1
and feel your soft body against mine,1
I always have time for you,1
I'd rather be tyourning down the bed in oyour  hotel room,1
"and leading you  to the bed,",1
and kissing you.,1
"then I'd slowly unbutton your blouse,.",1
and kiss your chest as I unbutton each button.,1
and run my hands down your legs as we kiss on the bed.,1
hope it excites you,1
"I'd love to have some pics of you  with your shirt unbuttoned,.",1
"i we will  be sooo horny for you  though,",1
I  might cum as soon as I see you!,1
and save it for when we join oyour  bodies together.,1
I want to feel you  kiss me,1
and taste your lips,1
I  might be alone and could give you  a call or something,1
I wish you  were older.,1
"If you  and I would ever be there,.",1
I'd make love to you  on Cocoa Beach,1
that we were having fun,1
and we could make love at night,1
I'd take you  if you  were older,1
" when you  are 18, i we will  be 50",1
your virginity baby,1
Can you  take some more pics for me,1
"I need to see more of you,",1
Just letting you  know I don't want to meet you  just for sex.,1
I like you.,1
if you  were older,1
but you  we will become an incredible lady soon.,1
I want you  to date othere guys when you  find one you  like,1
  if they knew you  wanted to make love with me?,1
" if we are still will making love when your 18, you  can tell then,hehe",1
"I want pics of you  with no bra and an unbuttoned shirt,",1
in your panties,1
talk to you  soon sweetheart,1
i we will  dream about you  tonight!,1
Just imagine me kissing you  all over your body!,1
and thought about what we could have been doing,1
I must have made love to you  five or six times in my mind this weekend,1
I'm horny just thinking about you,1
I just want more of you,1
" yeah, and hope he doesn't come back early!",1
would you  stay all night with me in my hotel room or would I need to take you  home,1
" If you  wanted, we could talk to each othere on the phone when he isn't there",1
"I do like your voice though,",1
it turns me on.,1
you  have a young adult lady's voice,1
" so, tell me have CJ and Jessie had sex yet?",1
then afterwards we'll keep making love so you  we will  really enjoy it,1
"and really enjoy ever part,",1
"so that by the time we are ready to come together,",1
make me soooo hard!,1
get CJ or Jessie to take some more pics,1
you want to play with me?,1
" come on,have sex with me please",1
and then you have sex?,1
don't you masterbate?,1
"we do it together then,ok",1
you want to see me?,1
you like cock?,1
you want mine?,1
"your  too young miss,sorry",1
does she know you have sex?,1
 your  a virgin,1
where at?with older guys?,1
" you like old men,huh?",1
" all for sex,huh?laugh",1
do you have more pic?,1
do you want to see my cock?,1
do you want to see me jerk off?,1
wats your  addy?,1
"you need spanking,smack",1
i want pic of you now,1
" get a sexy one soon,then send me it,ok baby,",1
are you sexy?,1
i want sum young tight pussy,1
did you suck your  ex's cock before ?,1
what size was his cock?,1
size doesnt matter anyways,1
"because  i show you my average cock,",1
are you gettin wet for dick?,1
my cock is leaking,1
i am so horny right now!,1
"i need a woman,",1
what do you want to see?,1
get naked and we have sex,1
i am taking off your shirt now,1
take mine off,1
are you horny though?,1
"y can't you masturbate with me?i thought you were my girl now,",1
"fuck in my truck,out somewhere,",1
did you hit puberty yet? ,1
your  menstrual cycle,1
its safe love,1
sex with you?,1
i want to hear you moan!,1
"desribe your body,maybe wakeup",1
how big are your  tits?,1
"i grab your boobie,squeeze",1
you feel my cock?,1
in your  hand!duhhh,1
do you want to see me jerk off?,1
" stroke him,ok baby",1
" yeah,i need to cum",1
" RIDE IT BABY,RIDE ITTTTT!!!!!!!!!",1
 you WISH you FUCKING IT,1
i am about TO CUM,1
" i am GONNA CUMM NOW,ON your ASS,OKBABY!",1
" until you get 18,then i marry you.",1
do you have a nice butt?,1
" take pic,then send it to me,",1
"you need dicipline,spank you on your  ass,hehe",1
"because ,i am got going ride your ass hard!!",1
" but,won't make your ass any tighteare though.",1
SEX what ELSE?,1
"i have some pounds,so you can grab",1
when you are riding me,1
ride me now,1
then ride me all night long!hey?,1
anywhere you want baby,1
i we will  get you drunk on our  honeymoon,1
you got plenty of time for drinking when older,1
poke your  love hole asshole,1
" no sex with boys,until we meet,got it,",1
" lets have phone sex,someday,me likey",1
want to fuck me,1
i came from my mommys vagina,1
" wen you masturbate,think of me",1
how big is my cock?,1
my cock is not BIG,1
it is my girl,1
how was your  day baby?,1
because  your  mine now,1
" you want to kiss me,huh?",1
be smart and smooth,1
"makeout and fuck,what else?? hehe",1
and fuck in my truck,1
you want to sleep with me?,1
"cold in tucson,cum onnnn!",1
i keep you warm,1
how is my pussy?,1
" you were tripping out,huh?",1
what were you thinking baby?,1
" it supposed to be a cock,ok,laugh",1
   iz my cock,1
" its your  pussy,baby,yummy",1
i want to eat her!munch,1
may i have a kiss ?,1
do you have older friends?,1
" call me when your  gonna cum,ok baby?",1
werk that ass for me,1
cum to me,1
i love barf!,1
" barf on me wen we make love,ok.",1
" you can,but no sex.ok",1
lets fuck on turkey day!,1
blow me sweety,1
you are underage,1
" i want to you see,i was really horny,",1
my balls are cold ,1
he needs sum warm hole,1
do you still will want to masturbate with me?,1
don't you masturbate ?,1
you a little horny?,1
you want to watch me?,1
you gettin wet?,1
you ready for entry baby?,1
you playing with your  pussy ?,1
keep me hard then,1
i am about to cum,1
don't make me hurt,1
your  so damn young.,1
you want to maturbate ?,1
and ride me,1
miss me baby,1
my ass is nasty too,1
you get laid lately?,1
they'll fuck u,1
i need to cum,1
get naked baby,1
and ride my cock.,1
" play with your  pussy if want,ok",1
you gonna masturbate ?,1
i want to meet u,1
you want to come here?,1
suck my little cock,1
i want you  too,1
you want me ?,1
" i mean,do you want me?",1
what did i call your  pussy again,1
you want my dick inside pussy?,1
me horny for your  pussy,1
i need to jerk off now,1
thinking about you,1
we can anal too,1
you are a naughty girl,1
i am fuckin horny,1
are you horny too ?,1
why not baby?,1
get me hard baby,1
i want to see you too,1
just six inches average cock,1
are you wet now baby?,1
i am still will with my girlfriend,1
you  are very pretty,1
welcome sweetie,1
pretty name,1
wish you  were older,1
what you  want to do,1
what you  like to do,1
you  like older men,1
looking for a new one,1
i would ask you,1
but you  are very young,1
and lots of sex,1
want to call me sometime,1
thank you  sweetie,1
you  have a bikini,1
or we going to skinny dip,1
that is sounds like fun,1
how much you  weigh and how tall are you,1
i like my girls small and young,1
the pic i saw i did like,1
naughty  king,1
problem still will in love with her,1
so you  going to be my girl,1
how many guys you  been with,1
was going to ask what your fave position is,1
ok talk to you  later sweetie,1
hey sweetie,1
thinking of you,1
i still will want to come and see you,1
but i we will come down and see you,1
we we will go swimming and just hangout,1
we can watch some movies,1
and you  would not be alone either,1
yes if you  want me to,1
be with you,1
what is your address,1
hello my sweet,1
i we will be on my best behavior,1
what you  don't want me to be good,1
i we will always talk to you,1
you  we will have to initiate everything,1
" if you  want me to be bad, you  have to ask me to do whatever it is you  want",1
and if you  don't i won't leave,1
what size bra you  wear,1
that is what a mouth full,1
i like em about average size,1
don't like big boobs,1
wear that or your bikini,1
yes i love mini skirts,1
wear what you  want to wear sweetie,1
i am sure you  we will look in anything you  wear,1
be excited,1
the middle of my back,1
you  going to play with it,1
i can't have kids,1
" the first time my first ex cheated on me, she got pregnant",1
they are messy and you  can't feel everything,1
i have ten minutes,1
what else you  want to know,1
think of something,1
want to shave,1
want me to shave,1
i am doing it for you,1
you  want me to stay the night,1
" whenever you  want me to leave , i will",1
you  just tell me,1
you  miss me,1
so ask me something,1
can you get naked,1
you  like skinny,1
but don't drink beer,1
" i aint very muscular, but i can still will pick you  up and carry you  around",1
you  know i never had a gf that was a redhead,1
" small, skinny,beautiful,sexy and young",1
suppos to say yes,1
you  want me to call babe or sweetie,1
that is a very pretty name,1
so you  don't care that i am toto years older than you,1
i love youngeare women,1
good and don't be shy,1
its alright sweetie,1
how big was your bf,1
i mean down there,1
i am very careful,1
STDs,1
cause i am careful,1
you  get to pick,1
you  ever spent the night with anothere guy,1
how big is your bed,1
how wide,1
how wide is your bed,1
hit the wrong button,1
" when you  with your last bf, what exactly did you  to do",1
you  on bottom,1
hi am on top,1
missionary or doggy,1
" yes, that sounds good",1
same here sweetie,1
are you  busy tonight would you  like to see a movie or something,1
what is your name sweetie,1
it's so beautiful,1
" i'm looking for a date to take to the movies tonight would you  be interested or just someone to cuddle with in my care at the beach, i can pick you  up and i we will  pay for everything no worries (So let me get this strait, Corye. you  know that you  are dealing with a 13 year old yet still will you  push on.)",1
i love to kiss and cuddle like teddy bears,1
you like to,1
sure we can talk for as long as you  want i'm supeare nice i'm originally from georgia,1
i'm a southern type guy laid back fun and affecionate laugh,1
so you  are free tonight what city are you  in,1
 i know baby,1
i want to see you  tonight so ask whatever you  need to in ordeare to feel like friends and be comfortable (because  you  are ALL about the girl's comfort huh?),1
  share my love with a girl to romance and kiss and cuddle that is what i want to do tonight and i hope you  can be my superwoman,1
anything you  want honey i like talking with you,1
" i have had several but i'm picky and i know what i like some girls cheated on me some had to move away to work in othere states so they just didnt' work out (So, you're idea of ""picky"" is picking a 13 year old?)",1
but i'm really sweet i've never had a bad girlfriend i'm just single now,1
yes i have many girls that are my friends but there is something i like about you  in particulaare so i want to be with you  and find out how big your heart is i already know i'm attracted to you  physically i want to know about what's on your inside of your heart (The inside of my heart is filled with distain for you.),1
keep asking i like talking with you,1
" why i that, can you  tell me what city you  are in ",1
so your worth the gas money,1
no i'm here honey,1
so you  like me so far sweetie,1
i think i am the sweetest person in the world,1
i'm a super good friend i pride myself on never lying to my girlfriends,1
 if you  love me and hold me i we will love you  forever and never hurt you  ever i like to make people happy and smile,1
if your smiling and happy so am i,1
" yes, depends on how close you  live to me",1
if i know how close then i know how much time we can spend togethere sweetie,1
if your close then we can do lots of things togethere sweetie,1
" aww, really, it's ok honey some people  might say bye now but i really like you  and think you  are worth the drive ok hope you  realize how big of an effort it we will be to see each other",1
would you  want a relationship then,1
i like you  so much i wish you  could drive and meet me halfway you know,1
i need an exact address and i we will  tell you  how far,1
i'm really serious honey i want a girlfriend,1
i want to be with you  tonight if you  can meet me how long can you  be out of your house are your parents strict,1
how long is your mom gone for baby,1
to keep you  company,1
" awwww, yeah i hope you  enjoy oyour  talk and we will let me come over i'm ready as soon as you  want me to be with you  i want you  to be comfortable of course so ask me anything you  need to ok (Yes, I am sure you  are all about the comfort level of the 13 year old and NOT about your own selfish wants. Mmmhmm.) ",1
then i we will  come over and keep you  company i can stay until sunday if you  want no pressure,1
 i want to just be with you  and i would be sooo happy honey i like to just chill,1
" awww, we are made in heaven for each othere then!",1
" we can go see a movie, or go to the beach, my favortie thing to do with my girlfriend ",1
i think you  we will be a great girlfriend to me i want to be with you  so bad,1
at home and cuddle and makeout i hope you  like to be affecionate kiss and cuddle,1
" yes i want you  to ask me anything else you  want then as soon as your ready give me directions and i we will come right now to be with you  and clai am you  as my girlfriend tonight!(""Claim""? That's interesting,)",1
we can have so much fun together,1
" but we can spend all tonight and tomorrow togethere in each other's arms that would be my dream(Don't make me vomit, Corye.)",1
what you like sweetie,1
tell me do you  have any photos so i know what you  look like,1
describe you are self in words to me !! make it exciting laugh yeah send them to me now blaggca@youhoo.com,1
i we will  send you  some back and stuff ok,1
i love taking photos and looking at them,1
so much fun,1
laugh are you  sending me photos now on email,1
that's so adorable your the perfect size i like athletic girl do you  like to work out run and stay in shape,1
i'm seeing now wait baby,1
" awww your the most adorable and prettyiest woman ever!! i like you  a lot i send you  to photos also ok the second one is with my last girlfriend she was so pretty also that is how i look when we cuddle so cute huh!!!!(13 year old = NOT a woman, Corye.)",1
your very welcome your are so pretty to me,1
did you  get my photo,1
that is my form are girlfriend she is back in brazil now she is so pretty isn't she i like sexy girls!!,1
she was so sweet to me but she had to move back,1
but i'm single now and i need another girlfriend to comfort me,1
" awww, thankyou  so much baby i work hard to stay in shape i have flat stomach and i eat good, well sometimes!! haha",1
we could be the hottest couple in city,1
i can't wait to hold you  in my arms!!,1
your so sweet,1
do you  know the address,1
" don't tempt me, laugh",1
i'm so jealous,1
we can watch movies play in the hot tub and just get to know each othere ok!!,1
"we can do anything you want,i don't know  how shy you  are honey",1
like i said cuddling is my favoright thing to do i like to kiss hug and anything else as long as your comfortable,1
we are both hot,1
and attractive so,1
i like you  a lot i we will only do what you  want sweetie,1
tell me what you  would like it seems like you  want to do something else with me,1
" you want me to say it first, laugh, i'm not shy honey you  can say what you  feel",1
" please feel open with me we we will be boyfriend girlfriend so you  can tell me all your feelings(Yeah, put it on the kid.) ",1
i am affecionate and i loved to be loved and make love ok,1
" yes, i want to respect you  honey you  are going to be my girlfriend after all let's just leave it at this i'm really attracted to you  and when we get togethere nothing is impossible ok i'm saying when we get in the hot tub we can make love no problem, i would love that!!",1
" you  happy now, laugh",1
i want to make you  happy whethere we just kiss or make out it's up to you!,1
" i want to make love to you  sure i'm a guy, laugh and we are both very pretty so ",1
it would be so much fun,1
are you  a virgin just so i know,1
no it's not bad,1
i still will like you,1
i had sex for the first time when i was 1to girls usually wait 1 or to more years the thing i knew is that when i wanted this very pretty girl we were girlfriend and boyfriend and i did it with here and i am so happy i did,1
but it's your choice and i want you  to be happy so we can meet and if you  feel a strong attraction i'd love to makeout no pressure though,1
can i get the directions please,1
the house number too,1
" yes i we will sweetheart, i have something most girls don't get to do also i have chocalate flavored condoms i only have to left i we will use them for you(Did you  really just make it seem like she would be special because  you  are going to use chocolate flavored condoms? Douche.) ",1
i'm ready to be your man,1
can you  do me a favor baby,1
thankyou  so much your so sweet,1
that's your house number baby,1
can i call that number if i get lost,1
i'm so excited to be with my new girlfriend wow so excited,1
see you  soon babygirl,1
are you you  13,1
are you  13,1
look older,1
" i am alot older , is that a problem ",1
so what are you  up to,1
you come here often,1
no i am old but not that old,1
do you  have any othere pics,1
i click on your  pics ?,1
ok teach me,1
saw your  pics,1
" there like cops trying to pass for girls, undeare age girls, older guys bla bla bla all that crap ",1
where your  pics taken with a web cam,1
so you could call me,1
" not saying you  shouldnt be here, i am glad you  are, but what is a 13 year old girl doing here in chats",1
" i am glad you are, i got to met you  ",1
don't you have the little smiles,1
do you still will want to see my pic,1
k but don't get scared,1
your  cute too,1
i saw them,1
i sent the pic,1
like you,1
mind if i add you and kiss you,1
oh can you do the kiss,1
don't do it too much,1
" you don't get a kiss or even hug from me if your  not nice, sweet ",1
well if i find a bitchy girl i don't even bothere to keep talking,1
" but really, i hope we talk again, often ",1
well i we will  be on so you can talk to me,1
what you drink,1
" if that is what we drinking i like smirnoff, or how ever it is ",1
" well we can again, can't we ",1
you want my number so you can text me,1
it was nice meeting you,1
i am just caring what can i do,1
see you hottie,1
mine??,1
so what do you see now,1
" is me, once i added you  it changes to jack ",1
i mean i am here so you can talk to me,1
" yes it fine, i am glad you did ",1
i was hoping you did,1
when do i see it ;),1
look at your  phone silly,1
no i am just wondering couse some you can send pics to othere phones,1
your  not scare or nervous of doing that,1
not as much as you,1
come on look at you,1
" even with a cell pic which arent that great , your  a cutie",1
where are you then,1
nice freaking name,1
fuckers don't work laugh,1
i am just gona see hotels neaare there laugh,1
" safer, don't want your  mom finding out ",1
i we will  stay with you,1
you  might not like me,1
or thinking we gona sleep in same place,1
i am happy just meeting you,1
to beds or same bed,1
most have to beds but you can jump over to mine if you want,1
youh but i don't want to scare you,1
you we will  see once you see me you we will  feel comfy around me,1
and next time mom leave i we will  come and stay with you longer,1
you sound so cute,1
i like yours,1
i we will  miss you,1
later sexxy,1
thought it was you,1
kinda hot ??,1
i like you too,1
lots of girls too,1
well know eacother better,1
feel better with eachother,1
ok i we will  pick you up from your  bed and bring you to mine,1
tond time u;ll be my girl,1
since we met,1
are you home now,1
missed me?,1
mmmm we cuddle,1
" but just like i think i know what you want to happen, i think you know what i want to happen",1
sexy thoughts you thought i had,1
what you want to hear,1
i do and i like you,1
but i want to feel that you do too,1
once we alone that won't happen,1
when are you getting your  phone,1
whens mom gona be back,1
looks like you don't trust me,1
no i am testing you  to see how much you trust me,1
i am not hitting on her,1
so couse i talk to a girl i am hitting on her,1
so if i was your  age and we all go out i should not even look at her,1
you ever go out with your  bf and your  gfs?,1
so what you did all weekend,1
so your  still will single,1
what is your  adress,1
trust me,1
don't get scary,1
i am not spying,1
by meeting u,1
if you were a guy you would think about it too and want to make sure the girl is for real,1
and i know you want to make sure the guy is safe too,1
and i had seen here on cam,1
she is underage,1
plus your  closer ,1
i been telling you trust me i am not some creep like most here,1
you are probably safeare with me than most of your  guy friends,1
that girl we meet after a week i think but we cam everyday,1
" beach, out anywhere, and then hotel i guess",1
take a pic in it,1
she is got my digital camera at here job,1
meeting guys from here,1
laugh don't change your  mind about me now,1
couse your  gona be mine after,1
is the girl that says yes or no,1
guy can only ask,1
laugh you  might not even like me when you see me,1
not today but if you call tomorrow i'l go on cam for u,1
so you can send me pics now,1
do you have any othere picks in your  comp,1
how tall are you again,1
i like them small anyways,1
" just height and weight, i like tiny girls ",1
more than one reason,1
think about them ;),1
i we will  tell you in person,1
but i think you know,1
have any friends my age,1
your  really cute but your  13,1
its not a bad thing but to young for me if you know what i am saying,1
buit you are a cutie,1
you ca view if you want,1
so what are you doing up so late for,1
checking email and looking for hotties,1
so you have any othere pics othere than the one in your  profile,1
so what about those pics,1
you a model,1
jeez too bad you  arent older,1
so you could date me,1
don't you have a bf,1
your  hot though,1
kinda like being single,1
but i love to cuddle,1
do your  parents know your  talking to a to3 yare old,1
maybe in 5 years we could go on a date,1
what you do for fun,1
smoke pot or drink,1
when ever or at a party,1
what is the oldest guy you been with or out with,1
you a virgin,1
sorry should of never asked you that question,1
so what is your  fav sexual position,1
i like putting my head between a girls thighs with my tongue up in her,1
if you camw it would be up to you,1
its always up to the girl,1
would you want to do me,1
never been with someone as young as you,1
i like you but to bad we can't chill,1
so your  coming to my house for the weekend,1
you saw me on cam,1
you ever met someone off of here,1
what do you wear to bed,1
what DO you wear WHEN your  WITH A GUY,1
no to bed,1
how you do it in a car,1
beds more fun,1
hows your  ass look,1
what about your  chest,1
you really want my number,1
what is your  hight and weight,1
how much longeare you staying up,1
call me tonight if you want,1
but you have the sexiest voice,1
i liked it,1
you tell anyone about me,1
do you really want to see me this weekend,1
we are just gonna meet there,1
how big is your  bed,1
how did you get a queen,1
when are your  parents leaving,1
so when are your  parents leaving,1
have you ever slept in the same bad with a guy,1
then how you gonna sleep with me,1
you gonna have sex,1
i am not forcing you,1
so how big is your  chest,1
to bad your  not 17 or 18,1
then i would date you,1
no go out with u,1
you have a nice bed,1
your  parnets rich,1
you have a dildo,1
did you cry last time you had sex,1
how fast,1
you ever played with your  self,1
do you cum,1
you know its gonna be rough,1
like i am gonna put it deep inside of u,1
if it does i will pyou will out,1
you have nails,1
if it hurts claw me,1
but pain is fun some times,1
like spanking,1
you have any fyou will body shots of your  self,1
i could stay for like an hour,1
its all up to you,1
see if your  like a slut because  i hate sluts,1
and now i know you don't sound like one,1
i am not calling you a slut,1
baby i want you so bad,1
can i call you baby or sweetheart,1
party with me for the weekend,1
when your  parents gonna be home,1
what kind underwear you wear,1
you have any sexy pics,1
he cum in your  mouth,1
did you like that,1
how many times you done it,1
whas the biggest dick you have,1
how far do you put it in your  mouth,1
in your  throat,1
call me please,1
you have such a sweet voice,1
are you a good kisser,1
tell me what fun means to you,1
you smoke,1
i like that,1
what happens when you get really high,1
you ticklish,1
how much tickling can you take,1
what if your  parents found out about us,1
so you haave thoughht about being with a girl,1
god i wish i was with you,1
i mean on top of me,1
how do you look in a bathing suit,1
what you wearing,1
so what you gonna wear  when you first meet me,1
i am so horny right now,1
can i ask a fucked up question? ,1
" do you  have a rape fetish, and were you  ever raped",1
i like rape,1
" no, i am not a rapist laugh",1
id never actually do it unless the chick wanted me to act it out or something,1
you  got any more pics?,1
are you  a virgin,1
maybe we should hook up and i could fuck you  in the ass,1
" you, but its a good pain you know",1
"i would like ot see what your ass looks like tho, could you  take one pic of it?",1
so you would let me fuck you  in the ass?,1
laugh because  sexual pleasure is good,1
" well,i would fuck your pussy too",1
but you  know how i said i like rape?,1
"just rough sex, i would want you  to resist and pretend you  did not want it and stuff",1
" naa, i don't like to hurt chicks",1
do you  have a nice body?,1
hw big are your tits,1
sweet,1
big ass or small?,1
anyone ever tell you  that you  have a nice ass?,1
i wish you  had a pic of your body laugh,1
so you  go out by you are self alot?,1
" you, i have a few pics",1
after i can call you  laugh,1
you  we will be alone this weekend?,1
would you  want me to come there and rape you?,1
" you, rape is rough sex only laugh",1
i just like the word rape laugh,1
" oh, when i do come over to rape you, what do you  think if i brought a video cam?",1
i would not want anyone seeing my naked ass laugh,1
no laugh because  i am naked laugh,1
i need to trust you  a bit better hun. then i will show you  a few pics,1
" well i know, but i need to be careful babe",1
you  know what i am talkina about laugh,1
" so you  said you  havent had sex, but you  done things, what have you  done?",1
you  like sucking cock?,1
" cool, do you  swallow cum?",1
have you  let a guy lick your pussy?,1
how old were the guys you  have messed around with,1
so you  jsut tyourned 13 a little bit ago,1
"so sexy, and so young",1
good girl laugh,1
" so you  dot have a digital cam, or a webcam, or a cell with a cam on it?",1
just wondering where your pics came from,1
" so what if i wanted to bend you  over and jusat shove it in your ass, and it hurt pretty bad. you  would not do anything would you?",1
do you  live in an apartment or a house?,1
oh do you  shave your pussy at all?,1
because  i like it when a chick shaved bald,1
could you  do that for me before i come over?,1
do you  smoke weed or drink or anything,1
i am thinkin maybe i should get you  drunk before i rape you  laugh,1
none of your friends have a webcam or anything?,1
so why won't you  tell me what streets you  live by? i don't need to know your address or anything yet,1
" if we do hook up, and i get to rape you  in the ass and stuff. what if i get going so hard and it feels so good i can't stop, but its really hurting you, like really bad and i don't stop. you  would not get me in trouble would you",1
" no, but like when a chick get fucked in the ass, it can hurt really bad sometimes",1
" i would never hit you  or beat you  or anything like that, ever. but just my dick  might hurt you  really, really bad",1
" because  if we're fucking good, i probably won't be able to stop if you  tell me to",1
" it  might just byourn a littlre bit, but if i hurt your ass too much, it actually goes numb and you  can't feel anything there",1
" do you  ever eat alot or something and you  have to take a shit, and when you  do, its like hard to, and it hurts?",1
so you  won't get me in trouble for fucking your ass really hard then right? laugh,1
" and i will bring my videocam, i think it we will be cool to film your first time ",1
could i tie you  down?,1
"like bed sheets, or a phone cord or somethin",1
" well, i have some wrist handcuff things, but i could bring rope or somethin",1
"  last chick i talked to said something about she had a dog, and she would let it fuck here laugh",1
and see all my pics,1
how much do you  weigh?,1
"weird question for you, how many of your friends have been raped?",1
have you  ever fooled around with anothere chick?,1
" i could tie you  both down, next to each othere and rape you  both laugh",1
hehe i am just playin,1
" damn babe, i need to go for a bit, need to get some food",1
hey sexy,1
i have a pic for you  tho,1
" no, just a pic",1
laugh i will show it when i come over,1
" you, how long we will you  be alone tho?",1
its a pic of rape,1
just a pic i found,1
have you  thought about me at all?,1
so are you  excited about getting raped soon?,1
so what would your parents do if all of a sudden you  had a webcam,1
" cool, so you  can get naked whenever for me right?",1
" well, i am sure your parnts don't come into your room at night alot do they?",1
"so you  said you  don't have much hair on your pussy, how much exactly do you  have tho",1
laugh well its not bushy at all is it,1
could you  shave it bald tonight for me?,1
" just do it slowly, it we will be ok",1
or i could shave you  myself ,1
"i  might want to cut you  a little, suck on your blood laugh",1
and i am bringing my videocam k?,1
i wish you  had your own cell,1
" i am about to crash, i will ttyl baby ",1
" you  don't even know me, and you  are going to let me take your virginity and hurt you  a little",1
not for sex laugh,1
what is your address,1
are you  shaved?,1
 do you  like being on top?,1
and riding,1
should i stop off and get some alcohol?,1
i want to get you  all fucked up laugh,1
" i am gonna want your ass alot, just so you  know",1
even if it really hurts you,1
well i am gonna go showere and then go get my videocam and stuff,1
talk to you  in a little bit sexy,1
what we will you  be wearing,1
you  wear thongs?,1
what kind we will you  wear today,1
do you  have an old paiare of panties? i want to rip it off,1
wear one of thoe so i can rip it,1
is it really thin and ready to be ripped?,1
do you  have any dresses?,1
"oh, nothin i could rip? laugh",1
"you  said you  only got a couple thongs, what if i ripped one",1
" well, is that ok or would you  prefeare me to rip an old pair",1
wear a dress and an old pair,1
how long is your hair?,1
can you  make to pigtails? laugh,1
" k, i want to hold onto them and pyou will them when i am behind you",1
" ok, so the reason i am coming over is to chill with you  and watch a movie ",1
just to people hangin out watching a movie ,1
i don't get freaked out easily tho,1
so you  are wearing a dress and your old panties right,1
we will you  wear a bra?,1
kick here ass out  laugh,1
so what do yyou do for fun then?,1
i guess depends on what you call fun,1
so what you want to chat about? i am open to anything,1
so do you have a boyfriend here?,1
so how come no boyfriend?,1
so what kinda boyfriend you like?,1
laugh oh i see so you like older guys,1
can i ask you something then what turns you on about a older guy,1
so mom have a boyfriend?,1
